Saratoga,sara,National Historical Park,NY,42.99522612,-73.63386108
Saugus Iron Works,sair,National Historic Site,MA,42.46830664,-71.0076953
Scotts Bluff,scbl,National Monument,NE,41.83464193,-103.7071351
Selma To Montgomery,semo,National Historic Trail,AL,32.27082092,-86.72823702
Sequoia & Kings Canyon,seki,National Parks,CA,36.71277299,-118.587429
Shenandoah,shen,National Park,VA,38.49236644,-78.46907715
Shiloh,shil,National Military Park,"TN,MS",35.13850907,-88.3421072
Sitka,sitk,National Historical Park,AK,57.04718173,-135.3156876
Sleeping Bear Dunes,slbe,National Lakeshore,MI,44.92844962,-86.02706591
Springfield 1908 Race Riot,spra,National Monument,IL,39.8027,-89.6422
Springfield Armory,spar,National Historic Site,MA,42.1086368,-72.57967415
Star-Spangled Banner,stsp,National Historic Trail,"MD,VA,DC",39.2872505188,-76.6034317017
Statue Of Liberty,stli,National Monument,NY,40.6898,-74.0451
Ste. Geneviève,stge,National Historical Park,MO,37.9792171421,-90.0432157516
Steamtown,stea,National Historic Site,PA,41.40757521,-75.67037255
Stones River,stri,National Battlefield,TN,35.87608652,-86.43078399
Stonewall,ston,National Monument,NY,40.7337799072,-74.0006866455
Sunset Crater Volcano,sucr,National Monument,AZ,35.37114323,-111.510376
Tallgrass Prairie,tapr,National Preserve,KS,38.44023613,-96.5670822
Thaddeus Kosciuszko,thko,National Memorial,PA,39.94345312,-75.14732045
The White House and President's Park,whho,,DC,38.89541886,-77.03654147
Theodore Roosevelt Birthplace,thrb,National Historic Site,NY,40.7386469,-73.98903703
Theodore Roosevelt Inaugural,thri,National Historic Site,NY,42.90146781,-78.87248411
Theodore Roosevelt Island,this,,DC,38.89584162,-77.06241918
Theodore Roosevelt,thro,National Park,ND,47.17777274,-103.4300083
Thomas Cole,thco,National Historic Site,NY,42.22570607,-73.86154864
Thomas Edison,edis,National Historical Park,NJ,40.78549896,-74.23821139
Thomas Jefferson Memorial,thje,,DC,38.88101431,-77.03632572
Thomas Stone,thst,National Historic Site,MD,38.52934443,-77.037813
Timpanogos Cave,tica,National Monument,UT,40.44039719,-111.7093944
Timucuan,timu,Ecological & Historic Preserve,FL,30.47251894,-81.49950104
Tonto,tont,National Monument,AZ,33.64842945,-111.1135627
Touro Synagogue,tosy,National Historic Site,RI,41.4893,-71.3121
Trail Of Tears,trte,National Historic Trail,"AL,AR,GA,IL,KY,MO,NC,OK,TN",36.0530021046,-89.6761041963
Tule Lake,tule,National Monument,CA,41.88727902,-121.3744818
Tule Springs Fossil Beds,tusk,National Monument,NV,36.3893217,-115.3202223
Tumacácori,tuma,National Historical Park,AZ,31.567824,-111.051223
Tupelo,tupe,National Battlefield,MS,34.25557705,-88.73708623
Tuskegee Airmen,tuai,National Historic Site,AL,32.45538671,-85.67983321
Tuskegee Institute,tuin,National Historic Site,AL,32.42962115,-85.70488498
Tuzigoot,tuzi,National Monument,AZ,34.77296377,-112.0279069
Ulysses S Grant,ulsg,National Historic Site,MO,38.55182374,-90.35169255
Upper Delaware,upde,Scenic & Recreational River,"NY,PA",41.66172578,-75.03861562
Valles Caldera,vall,National Preserve,NM,35.91682872,-106.5195724
Valley Forge,vafo,National Historical Park,PA,40.10054985,-75.44581889
Vanderbilt Mansion,vama,National Historic Site,NY,41.79697937,-73.94205557
Vicksburg,vick,National Military Park,"MS,LA",32.3621286,-90.85030186
Vietnam Veterans Memorial,vive,,DC,38.89096297,-77.04765735
Virgin Islands Coral Reef,vicr,National Monument,VI,18.28996918,-64.70683395
Virgin Islands,viis,National Park,VI,18.34279656,-64.74194451
Voyageurs,voya,National Park,MN,48.48370609,-92.8382913
Waco Mammoth,waco,National Monument,TX,31.60465887,-97.17606143
Walnut Canyon,waca,National Monument,AZ,35.16822994,-111.5024239
War In The Pacific,wapa,National Historical Park,GU,13.43795691,144.6922461
Washington Monument,wamo,,DC,38.88948,-77.035207
Washington-Rochambeau Revolutionary Route,waro,National Historic Trail,"MA,RI,CT,NY,NJ,PA,DE,MD,VA,DC",40.0958204557,-74.8563515109
Washita Battlefield,waba,National Historic Site,OK,35.62083963,-99.70445143
Weir Farm,wefa,National Historical Park,CT,41.25886268,-73.45452542
Whiskeytown,whis,National Recreation Area,CA,40.61359941,-122.6022657
White Sands,whsa,National Park,NM,32.77907858,-106.3333461
Whitman Mission,whmi,National Historic Site,WA,46.04119286,-118.4629388
William Howard Taft,wiho,National Historic Site,OH,39.11970352,-84.50758951
Wilson's Creek,wicr,National Battlefield,MO,37.1000127,-93.40986704
Wind Cave,wica,National Park,SD,43.58012365,-103.4394709
Wing Luke Museum,wing,Affiliated Area,WA,47.59820859,-122.3228912
Wolf Trap National Park for the Performing Arts,wotr,,VA,38.93854526,-77.265089
Women's Rights,wori,National Historical Park,NY,42.90817073,-76.81655558
World War I Memorial,wwim,,DC,38.8959,-77.0329
World War II Memorial,wwii,,DC,38.88923917,-77.0403759
Wrangell - St Elias,wrst,National Park & Preserve,AK,61.4182147,-142.6028439
Wright Brothers,wrbr,National Memorial,NC,36.01637713,-75.66997163
Wupatki,wupa,National Monument,AZ,35.55741077,-111.3957216
Yellowstone,yell,National Park,"ID,MT,WY",44.59824417,-110.5471695
Yorktown Battlefield,york,Part of Colonial National Historical Park,VA,37.2195,-76.4983
Yosemite,yose,National Park,CA,37.84883288,-119.5571873
Yucca House,yuho,National Monument,CO,37.24778944,-108.6861274
Yukon - Charley Rivers,yuch,National Preserve,AK,65.0935608,-142.7960021
Zion,zion,National Park,UT,37.29839254,-113.0265138
