X,Y,UNIT_NAME,STATE,UNIT_TYPE
-142.57179610867388,62.234941459957525,Wrangell-St. Elias National Preserve,AK,National Preserve
-142.798427637620165,65.089786397347694,Yukon-Charley Rivers National Preserve,AK,National Preserve
-77.281322726099177,37.570062610533355,Richmond National Battlefield Park,VA,National Battlefield Park
-87.608797692140485,41.694291292955185,Pullman National Monument,IL,National Monument
-77.017756095575436,38.892818488648587,Pennsylvania Avenue National Historic Site,DC,National Historic Site
-77.032860404695242,38.895932745615752,World War I Memorial,DC,National Memorial
-77.003860750843117,38.892323450426538,Belmont-Paul Women's Equality National Monument,DC,National Monument
-121.346522011904753,48.833026975630489,North Cascades National Park,WA,National Park
-121.17278329227733,48.705889972127849,Ross Lake National Recreation Area,WA,National Recreation Area
-74.000998171092618,40.733389054398259,Stonewall National Monument,NY,National Monument
-76.298178357398797,37.020839547279387,Fort Monroe National Monument,VA,National Monument
-169.452788709125286,-14.236872881412415,National Park of American Samoa,AS,National Park
-92.837206256107521,48.483271440355942,Voyageurs National Park,MN,National Park
-77.741955359563377,39.31286155441019,Harpers Ferry National Historical Park,WV,National Historical Park
-92.918106167127803,35.968644004269855,Buffalo National River,AR,National River
-80.748665478472986,33.791867824982013,Congaree National Park,SC,National Park
-96.834017527246431,40.287965515409546,Homestead National Monument,NE,National Monument
-74.010259872638812,40.707314661831361,Federal Hall National Memorial,NY,National Memorial
-93.089721850633552,34.511119951459975,Hot Springs National Park,AR,National Park
-76.985079190802722,38.862976833126623,Frederick Douglass National Historic Site,DC,National Historic Site
-94.431271732292061,35.388323526311488,Fort Smith National Historic Site,AR,National Historic Site
-83.135195081751164,39.279393801882478,Hopewell Culture National Historical Park,OH,National Historical Park
-91.196025956969478,37.14716236886305,Ozark National Scenic Riverway,MO,National Scenic Riverway
-156.148571328627753,20.707282938680397,Haleakala National Park,HI,National Park
-107.977734500437577,34.786218960399324,El Malpais National Monument,NM,National Monument
-103.229470175535198,29.297255161992478,Big Bend National Park,TX,National Park
-95.832534274802939,40.664144626708755,Lewis and Clark National Historic Trail,NE,National Historic Trail
-120.699948373388366,48.382417496768859,Lake Chelan National Recreation Area,WA,National Recreation Area
-74.957289140817693,41.100280333965529,Delaware Water Gap National Recreation Area,PA,National Recreation Area
-82.450966587197158,35.268243178419176,Carl Sandburg Home National Historic Site,NC,National Historic Site
-76.073332566049629,38.440610514457681,Harriet Tubman Underground Railroad National Historical Park,MD,National Historical Park
-91.578484338665305,45.980215193464993,Saint Croix National Scenic Riverway,WI,National Scenic Riverway
-98.62171203502642,30.250358768204784,Lyndon B. Johnson National Historical Park,TX,National Historical Park
-104.553136331838743,32.14092524645897,Carlsbad Caverns National Park,NM,National Park
-107.948152766129127,36.044921940537002,Chaco Culture National Historical Park,NM,National Historical Park
-107.999924493244748,36.836821979844366,Aztec Ruins National Monument,NM,National Monument
-113.026441984589681,37.298236985478972,Zion National Park,UT,National Park
-105.54344161992816,37.863949519420402,Great Sand Dunes National Preserve,CO,National Preserve
-105.628888168706084,37.7765526028859,Great Sand Dunes National Park,CO,National Park
-89.645133969683869,39.797156411639882,Lincoln Home National Historic Site,IL,National Historic Site
-98.454667421657376,29.332730558221151,San Antonio Missions National Historical Park,TX,National Historical Park
-112.746693203149135,46.413751976264685,Grant-Kohrs Ranch National Historic Site,MT,National Historic Site
-68.736688149334867,45.947630888418139,Katahdin Woods And Waters National Monument,ME,National Monument
-113.482753575111886,43.151857066667596,Craters of the Moon National Preserve,ID,National Preserve
-113.534436299844089,43.42303798478062,Craters of the Moon National Monument,ID,National Monument
-106.335039661493454,32.779109967487067,White Sands National Monument,NM,National Monument
-105.690830859522052,35.549784491062049,Pecos National Historical Park,NM,National Historical Park
-112.857282665176612,32.035705753930749,Organ Pipe Cactus National Monument,AZ,National Monument
-107.167339062431765,38.462850244297215,Curecanti National Recreation Area,CO,National Recreation Area
-107.725723054822041,38.579060800184806,Black Canyon of the Gunnison National Park,CO,National Park
-97.070356994059637,42.766757671728016,Missouri National Recreation River,SD,National Recreation River
-109.674685954795251,34.988643090424773,Petrified Forest National Park,AZ,National Park
-103.459222696120264,46.953592059625677,Theodore Roosevelt National Park,ND,National Park
-81.569043890637957,41.261236330995118,Cuyahoga Valley National Park,OH,National Park
-108.937702846847372,40.505966420784326,Dinosaur National Monument,CO,National Monument
-122.13274715609387,42.941065749010036,Crater Lake National Park,OR,National Park
-77.046079954025856,38.963005875225122,Rock Creek Park,DC,Park
-86.466653733396441,46.512969465525465,Pictured Rocks National Lakeshore,MI,National Lakeshore
-94.231620092299622,30.340875096054031,Big Thicket National Preserve,TX,National Preserve
-87.032533337687696,41.661415211657406,Indiana Dunes National Lakeshore,IN,National Lakeshore
-90.57955662072861,46.936716184080211,Apostle Islands National Lakeshore,WI,National Lakeshore
-93.409675329096203,37.099818856939862,Wilson's Creek National Battlefield,MO,National Battlefield
-113.858410075173097,48.746800266495889,Glacier National Park,MT,National Park
-110.607900760753367,32.178707235195944,Saguaro National Park,AZ,National Park
-115.514351890810104,35.114183531030356,Mojave National Preserve,CA,National Preserve
-88.568705956529158,47.138156141811415,Keweenaw National Historical Park,MI,National Historical Park
